 frequency       Hph1magdB       Hph2magdB      
 1.15628013e+04 -9.51475211e-01 -9.51475211e-01 
 1.16430313e+04 -9.43698945e-01 -9.43698945e-01 
 1.17238180e+04 -9.35481009e-01 -9.35481009e-01 
 1.18051653e+04 -9.26813927e-01 -9.26813927e-01 
 1.18870770e+04 -9.17690417e-01 -9.17690417e-01 
 1.19695570e+04 -9.08103416e-01 -9.08103416e-01 
 1.20526094e+04 -8.98046125e-01 -8.98046125e-01 
 1.21362380e+04 -8.87512036e-01 -8.87512036e-01 
 1.22204469e+04 -8.76494981e-01 -8.76494981e-01 
 1.23052400e+04 -8.64989174e-01 -8.64989174e-01 
 1.23906216e+04 -8.52989260e-01 -8.52989260e-01 
 1.24765955e+04 -8.40490367e-01 -8.40490367e-01 
 1.25631660e+04 -8.27488167e-01 -8.27488167e-01 
 1.26503372e+04 -8.13978936e-01 -8.13978936e-01 
 1.27381132e+04 -7.99959623e-01 -7.99959623e-01 
 1.28264983e+04 -7.85427925e-01 -7.85427925e-01 
 1.29154967e+04 -7.70382367e-01 -7.70382367e-01 
 1.30051125e+04 -7.54822387e-01 -7.54822387e-01 
 1.30953502e+04 -7.38748435e-01 -7.38748435e-01 
 1.31862140e+04 -7.22162071e-01 -7.22162071e-01 
 1.32777083e+04 -7.05066080e-01 -7.05066080e-01 
 1.33698374e+04 -6.87464587e-01 -6.87464587e-01 
 1.34626058e+04 -6.69363191e-01 -6.69363191e-01 
 1.35560179e+04 -6.50769101e-01 -6.50769101e-01 
 1.36500781e+04 -6.31691292e-01 -6.31691292e-01 
 1.37447909e+04 -6.12140661e-01 -6.12140661e-01 
 1.38401610e+04 -5.92130210e-01 -5.92130210e-01 
 1.39361927e+04 -5.71675225e-01 -5.71675225e-01 
 1.40328908e+04 -5.50793487e-01 -5.50793487e-01 
 1.41302599e+04 -5.29505483e-01 -5.29505483e-01 
 1.42283046e+04 -5.07834643e-01 -5.07834643e-01 
 1.43270295e+04 -4.85807583e-01 -4.85807583e-01 
 1.44264395e+04 -4.63454372e-01 -4.63454372e-01 
 1.45265393e+04 -4.40808815e-01 -4.40808815e-01 
 1.46273336e+04 -4.17908753e-01 -4.17908753e-01 
 1.47288272e+04 -3.94796375e-01 -3.94796375e-01 
 1.48310251e+04 -3.71518557e-01 -3.71518557e-01 
 1.49339322e+04 -3.48127214e-01 -3.48127214e-01 
 1.50375532e+04 -3.24679665e-01 -3.24679665e-01 
 1.51418933e+04 -3.01239024e-01 -3.01239024e-01 
 1.52469573e+04 -2.77874595e-01 -2.77874595e-01 
 1.53527503e+04 -2.54662285e-01 -2.54662285e-01 
 1.54592774e+04 -2.31685031e-01 -2.31685031e-01 
 1.55665436e+04 -2.09033227e-01 -2.09033227e-01 
 1.56745541e+04 -1.86805161e-01 -1.86805161e-01 
 1.57833141e+04 -1.65107446e-01 -1.65107446e-01 
 1.58928287e+04 -1.44055448e-01 -1.44055448e-01 
 1.60031031e+04 -1.23773696e-01 -1.23773696e-01 
 1.61141428e+04 -1.04396274e-01 -1.04396274e-01 
 1.62259529e+04 -8.60671772e-02 -8.60671772e-02 
 1.63385388e+04 -6.89406319e-02 -6.89406319e-02 
 1.64519059e+04 -5.31813537e-02 -5.31813537e-02 
 1.65660596e+04 -3.89647429e-02 -3.89647429e-02 
 1.66810054e+04 -2.64769944e-02 -2.64769944e-02 
 1.67967487e+04 -1.59151092e-02 -1.59151092e-02 
 1.69132952e+04 -7.48678879e-03 -7.48678879e-03 
 1.70306503e+04 -1.41019534e-03 -1.41019534e-03 
 1.71488197e+04  2.08644142e-03  2.08644142e-03 
 1.72678090e+04  2.76538788e-03  2.76538788e-03 
 1.73876240e+04  3.80158815e-04  3.80158815e-04 
 1.75082703e+04 -5.32352659e-03 -5.32352659e-03 
 1.76297538e+04 -1.46065716e-02 -1.46065716e-02 
 1.77520801e+04 -2.77351020e-02 -2.77351020e-02 
 1.78752553e+04 -4.49788354e-02 -4.49788354e-02 
 1.79992851e+04 -6.66092185e-02 -6.66092185e-02 
 1.81241755e+04 -9.28973417e-02 -9.28973417e-02 
 1.82499324e+04 -1.24111645e-01 -1.24111645e-01 
 1.83765620e+04 -1.60515441e-01 -1.60515441e-01 
 1.85040702e+04 -2.02364281e-01 -2.02364281e-01 
 1.86324631e+04 -2.49903212e-01 -2.49903212e-01 
 1.87617469e+04 -3.03363975e-01 -3.03363975e-01 
 1.88919278e+04 -3.62962191e-01 -3.62962191e-01 
 1.90230119e+04 -4.28894611e-01 -4.28894611e-01 
 1.91550056e+04 -5.01336486e-01 -5.01336486e-01 
 1.92879151e+04 -5.80439135e-01 -5.80439135e-01 
 1.94217468e+04 -6.66327768e-01 -6.66327768e-01 
 1.95565072e+04 -7.59099637e-01 -7.59099637e-01 
 1.96922026e+04 -8.58822563e-01 -8.58822563e-01 
 1.98288395e+04 -9.65533887e-01 -9.65533887e-01 
 1.99664245e+04 -1.07923988e+00 -1.07923988e+00 
 2.01049642e+04 -1.19991564e+00 -1.19991564e+00 
 2.02444651e+04 -1.32750544e+00 -1.32750544e+00 
 2.03849340e+04 -1.46192356e+00 -1.46192356e+00 
 2.05263775e+04 -1.60305561e+00 -1.60305561e+00 
 2.06688025e+04 -1.75076013e+00 -1.75076013e+00 
 2.08122157e+04 -1.90487070e+00 -1.90487070e+00 
 2.09566240e+04 -2.06519822e+00 -2.06519822e+00 
 2.11020343e+04 -2.23153343e+00 -2.23153343e+00 
 2.12484535e+04 -2.40364966e+00 -2.40364966e+00 
 2.13958887e+04 -2.58130562e+00 -2.58130562e+00 
 2.15443469e+04 -2.76424816e+00 -2.76424816e+00 
 2.16938352e+04 -2.95221512e+00 -2.95221512e+00 
 2.18443607e+04 -3.14493798e+00 -3.14493798e+00 
