 frequency       inoise_spectrum onoise_spectrum
 7.55177045e+05  8.82514255e-08  1.24976719e-07 
 7.98801781e+05  8.76600205e-08  1.17288303e-07 
 8.44946611e+05  8.70997446e-08  1.10099326e-07 
 8.93757115e+05  8.65695593e-08  1.03374377e-07 
 9.45387283e+05  8.60684920e-08  9.70807332e-08 
 1.00000000e+06  8.55956387e-08  9.11881456e-08 
 1.05776756e+06  8.51501670e-08  8.56686408e-08 
 1.11887221e+06  8.47313189e-08  8.04963393e-08 
 1.18350673e+06  8.43384146e-08  7.56472891e-08 
 1.25187503e+06  8.39708560e-08  7.10993126e-08 
 1.32419279e+06  8.36281317e-08  6.68318669e-08 
 1.40068818e+06  8.33098213e-08  6.28259153e-08 
 1.48160252e+06  8.30156010e-08  5.90638100e-08 
 1.56719108e+06  8.27452497e-08  5.55291841e-08 
 1.65772389e+06  8.24986556e-08  5.22068532e-08 
 1.75348655e+06  8.22758240e-08  4.90827254e-08 
 1.85478119e+06  8.20768853e-08  4.61437188e-08 
 1.96192737e+06  8.19021043e-08  4.33776860e-08 
 2.07526313e+06  8.17518909e-08  4.07733458e-08 
 2.19514602e+06  8.16268109e-08  3.83202202e-08 
 2.32195425e+06  8.15275987e-08  3.60085773e-08 
 2.45608788e+06  8.14551714e-08  3.38293794e-08 
 2.59797009e+06  8.14106430e-08  3.17742353e-08 
 2.74804848e+06  8.13953414e-08  2.98353575e-08 
 2.90679654e+06  8.14108259e-08  2.80055227e-08 
 3.07471508e+06  8.14589060e-08  2.62780356e-08 
 3.25233387e+06  8.15416618e-08  2.46466965e-08 
 3.44021326e+06  8.16614655e-08  2.31057705e-08 
 3.63894599e+06  8.18210039e-08  2.16499592e-08 
 3.84915902e+06  8.20233018e-08  2.02743745e-08 
 4.07151555e+06  8.22717457e-08  1.89745133e-08 
 4.30671707e+06  8.25701075e-08  1.77462325e-08 
 4.55550561e+06  8.29225678e-08  1.65857258e-08 
 4.81866605e+06  8.33337378e-08  1.54894987e-08 
 5.09702863e+06  8.38086792e-08  1.44543448e-08 
 5.39147154e+06  8.43529199e-08  1.34773207e-08 
