 frequency       inoise_spectrum onoise_spectrum
 1.11887221e+07  7.90547632e-08  4.73309039e-09 
 1.18350673e+07  8.03954455e-08  4.43486827e-09 
 1.25187503e+07  8.17484393e-08  4.15832783e-09 
 1.32419279e+07  8.30966275e-08  3.90182796e-09 
 1.40068818e+07  8.44224467e-08  3.66378498e-09 
 1.48160252e+07  8.57085567e-08  3.44269218e-09 
 1.56719108e+07  8.69384583e-08  3.23713458e-09 
 1.65772389e+07  8.80970054e-08  3.04579844e-09 
 1.75348655e+07  8.91707748e-08  2.86747596e-09 
 1.85478119e+07  9.01482785e-08  2.70106567e-09 
 1.96192737e+07  9.10200229e-08  2.54556943e-09 
 2.07526313e+07  9.17784363e-08  2.40008692e-09 
 2.19514602e+07  9.24176959e-08  2.26380853e-09 
 2.32195425e+07  9.29334900e-08  2.13600743e-09 
 2.45608788e+07  9.33227500e-08  2.01603132e-09 
 2.59797009e+07  9.35833823e-08  1.90329433e-09 
 2.74804848e+07  9.37140220e-08  1.79726941e-09 
 2.90679654e+07  9.37138246e-08  1.69748131e-09 
 3.07471508e+07  9.35823057e-08  1.60350025e-09 
 3.25233387e+07  9.33192298e-08  1.51493637e-09 
 3.44021326e+07  9.29245508e-08  1.43143479e-09 
 3.63894599e+07  9.23983976e-08  1.35267135e-09 
 3.84915902e+07  9.17411015e-08  1.27834898e-09 
 4.07151555e+07  9.09532570e-08  1.20819446e-09 
 4.30671707e+07  9.00358093e-08  1.14195578e-09 
 4.55550561e+07  8.89901592e-08  1.07939974e-09 
 4.81866605e+07  8.78182781e-08  1.02030999e-09 
 5.09702863e+07  8.65228226e-08  9.64485282e-10 
 5.39147154e+07  8.51072413e-08  9.11737999e-10 
 5.70292370e+07  8.35758647e-08  8.61892869e-10 
 6.03236769e+07  8.19339708e-08  8.14785849e-10 
 6.38084285e+07  8.01878195e-08  7.70263165e-10 
 6.74944857e+07  7.83446519e-08  7.28180463e-10 
 7.13934775e+07  7.64126515e-08  6.88402069e-10 
 7.55177045e+07  7.44008666e-08  6.50800332e-10 
 7.98801781e+07  7.23190967e-08  6.15255045e-10 
 8.44946611e+07  7.01777481e-08  5.81652927e-10 
 8.93757115e+07  6.79876643e-08  5.49887155e-10 
 9.45387283e+07  6.57599404e-08  5.19856942e-10 
 1.00000000e+08  6.35057299e-08  4.91467160e-10 
